#ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Method	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Database	Interaction Identifiers	Confidence Values
entrez gene/locuslink:852495	entrez gene/locuslink:948461	biogrid:32893|entrez gene/locuslink:PGI1|entrez gene/locuslink:YBR196C	biogrid:852757|entrez gene/locuslink:sthA|entrez gene/locuslink:b3962	entrez gene/locuslink:CDC30(gene name synonym)|entrez gene/locuslink:L000001409(gene name synonym)|entrez gene/locuslink:L000001410(gene name synonym)|entrez gene/locuslink:glucose-6-phosphate isomerase(gene name synonym)	entrez gene/locuslink:ECK3954(gene name synonym)|entrez gene/locuslink:JW5551(gene name synonym)|entrez gene/locuslink:sth(gene name synonym)|entrez gene/locuslink:udhA(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Heux S (2008)"	pubmed:18036177	taxid:559292	taxid:511145	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:263839	-
entrez gene/locuslink:945066	entrez gene/locuslink:947800	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852112|entrez gene/locuslink:rplE|entrez gene/locuslink:b3308	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3295(gene name synonym)|entrez gene/locuslink:JW3270(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734762	-
entrez gene/locuslink:945066	entrez gene/locuslink:947803	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852115|entrez gene/locuslink:rplF|entrez gene/locuslink:b3305	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3292(gene name synonym)|entrez gene/locuslink:JW3267(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734763	-
entrez gene/locuslink:945066	entrez gene/locuslink:948490	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852784|entrez gene/locuslink:rplJ|entrez gene/locuslink:b3985	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3976(gene name synonym)|entrez gene/locuslink:JW3948(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734764	-
entrez gene/locuslink:945066	entrez gene/locuslink:948484	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852778|entrez gene/locuslink:rplK|entrez gene/locuslink:b3983	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3974(gene name synonym)|entrez gene/locuslink:JW3946(gene name synonym)|entrez gene/locuslink:relC(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734765	-
entrez gene/locuslink:945066	entrez gene/locuslink:948489	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852783|entrez gene/locuslink:rplL|entrez gene/locuslink:b3986	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3977(gene name synonym)|entrez gene/locuslink:JW3949(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734766	-
entrez gene/locuslink:945066	entrez gene/locuslink:947828	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852140|entrez gene/locuslink:rplM|entrez gene/locuslink:b3231	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3220(gene name synonym)|entrez gene/locuslink:JW3200(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734767	-
entrez gene/locuslink:945066	entrez gene/locuslink:947809	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852121|entrez gene/locuslink:rplN|entrez gene/locuslink:b3310	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3297(gene name synonym)|entrez gene/locuslink:JW3272(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734768	-
entrez gene/locuslink:945066	entrez gene/locuslink:945190	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849576|entrez gene/locuslink:rpmA|entrez gene/locuslink:b3185	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3174(gene name synonym)|entrez gene/locuslink:JW3152(gene name synonym)|entrez gene/locuslink:rpz(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734769	-
entrez gene/locuslink:945066	entrez gene/locuslink:946941	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851280|entrez gene/locuslink:rpmB|entrez gene/locuslink:b3637	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3627(gene name synonym)|entrez gene/locuslink:JW3612(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734770	-
entrez gene/locuslink:2541512	entrez gene/locuslink:945174	biogrid:278013|entrez gene/locuslink:nse6|entrez gene/locuslink:SPAC11E3.08c	biogrid:849560|entrez gene/locuslink:rusA|entrez gene/locuslink:b0550	-	entrez gene/locuslink:ECK0541(gene name synonym)|entrez gene/locuslink:JW0538(gene name synonym)|entrez gene/locuslink:rus(gene name synonym)|entrez gene/locuslink:ybcP(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Wehrkamp-Richter S (2012)"	pubmed:22855558	taxid:284812	taxid:511145	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:735524	-
entrez gene/locuslink:2540911	entrez gene/locuslink:945174	biogrid:277427|entrez gene/locuslink:nse5|entrez gene/locuslink:SPBC651.10	biogrid:849560|entrez gene/locuslink:rusA|entrez gene/locuslink:b0550	-	entrez gene/locuslink:ECK0541(gene name synonym)|entrez gene/locuslink:JW0538(gene name synonym)|entrez gene/locuslink:rus(gene name synonym)|entrez gene/locuslink:ybcP(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Wehrkamp-Richter S (2012)"	pubmed:22855558	taxid:284812	taxid:511145	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:735525	-
entrez gene/locuslink:2539004	entrez gene/locuslink:945174	biogrid:275578|entrez gene/locuslink:mus81|entrez gene/locuslink:SPCC4G3.05c	biogrid:849560|entrez gene/locuslink:rusA|entrez gene/locuslink:b0550	entrez gene/locuslink:slx3(gene name synonym)	entrez gene/locuslink:ECK0541(gene name synonym)|entrez gene/locuslink:JW0538(gene name synonym)|entrez gene/locuslink:rus(gene name synonym)|entrez gene/locuslink:ybcP(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Wehrkamp-Richter S (2012)"	pubmed:22855558	taxid:284812	taxid:511145	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:735526	-
entrez gene/locuslink:945066	entrez gene/locuslink:945066	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	"Wilson MA (2005)"	pubmed:16181642	taxid:511145	taxid:511145	psi-mi:"MI:0914"(association)	psi-mi:"MI:0463"(biogrid)	biogrid:736152	-
entrez gene/locuslink:2539004	entrez gene/locuslink:945174	biogrid:275578|entrez gene/locuslink:mus81|entrez gene/locuslink:SPCC4G3.05c	biogrid:849560|entrez gene/locuslink:rusA|entrez gene/locuslink:b0550	entrez gene/locuslink:slx3(gene name synonym)	entrez gene/locuslink:ECK0541(gene name synonym)|entrez gene/locuslink:JW0538(gene name synonym)|entrez gene/locuslink:rus(gene name synonym)|entrez gene/locuslink:ybcP(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Doe CL (2002)"	pubmed:12084712	taxid:284812	taxid:511145	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:740617	-
entrez gene/locuslink:2541620	entrez gene/locuslink:945174	biogrid:278117|entrez gene/locuslink:rqh1|entrez gene/locuslink:SPAC2G11.12	biogrid:849560|entrez gene/locuslink:rusA|entrez gene/locuslink:b0550	entrez gene/locuslink:hus2(gene name synonym)|entrez gene/locuslink:rad12(gene name synonym)|entrez gene/locuslink:rec9(gene name synonym)	entrez gene/locuslink:ECK0541(gene name synonym)|entrez gene/locuslink:JW0538(gene name synonym)|entrez gene/locuslink:rus(gene name synonym)|entrez gene/locuslink:ybcP(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Doe CL (2002)"	pubmed:12084712	taxid:284812	taxid:511145	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:740618	-
entrez gene/locuslink:853463	entrez gene/locuslink:945280	biogrid:33763|entrez gene/locuslink:SUI2|entrez gene/locuslink:YJR007W	biogrid:849658|entrez gene/locuslink:metT|entrez gene/locuslink:b0673	entrez gene/locuslink:L000002178(gene name synonym)|entrez gene/locuslink:translation initiation factor eIF2 subunit alpha(gene name synonym)	entrez gene/locuslink:ECK0661(gene name synonym)|entrez gene/locuslink:JWR0017(gene name synonym)|entrez gene/locuslink:metTalpha(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Naveau M (2012)"	pubmed:23193270	taxid:559292	taxid:511145	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:797993	-
entrez gene/locuslink:855838	entrez gene/locuslink:945280	biogrid:35925|entrez gene/locuslink:SUI3|entrez gene/locuslink:YPL237W	biogrid:849658|entrez gene/locuslink:metT|entrez gene/locuslink:b0673	entrez gene/locuslink:L000002179(gene name synonym)|entrez gene/locuslink:translation initiation factor eIF2 subunit beta(gene name synonym)	entrez gene/locuslink:ECK0661(gene name synonym)|entrez gene/locuslink:JWR0017(gene name synonym)|entrez gene/locuslink:metTalpha(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Naveau M (2012)"	pubmed:23193270	taxid:559292	taxid:511145	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:797994	-
entrez gene/locuslink:854407	entrez gene/locuslink:944750	biogrid:34625|entrez gene/locuslink:MGE1|entrez gene/locuslink:YOR232W	biogrid:849153|entrez gene/locuslink:dnaK|entrez gene/locuslink:b0014	entrez gene/locuslink:GRPE(gene name synonym)|entrez gene/locuslink:L000000729(gene name synonym)|entrez gene/locuslink:L000001101(gene name synonym)|entrez gene/locuslink:L000002638(gene name synonym)|entrez gene/locuslink:YGE1(gene name synonym)	entrez gene/locuslink:ECK0014(gene name synonym)|entrez gene/locuslink:JW0013(gene name synonym)|entrez gene/locuslink:groPAB(gene name synonym)|entrez gene/locuslink:groPC(gene name synonym)|entrez gene/locuslink:groPF(gene name synonym)|entrez gene/locuslink:grpC(gene name synonym)|entrez gene/locuslink:grpF(gene name synonym)|entrez gene/locuslink:seg(gene name synonym)	psi-mi:"MI:0401"(biochemical)	"Marada A (2013)"	pubmed:23345595	taxid:559292	taxid:511145	psi-mi:"MI:0914"(association)	psi-mi:"MI:0463"(biogrid)	biogrid:811733	-
entrez gene/locuslink:79563	entrez gene/locuslink:944750	biogrid:249476|entrez gene/locuslink:Grpel1	biogrid:849153|entrez gene/locuslink:dnaK|entrez gene/locuslink:b0014	entrez gene/locuslink:GrpE#1(gene name synonym)|entrez gene/locuslink:GrpE1(gene name synonym)	entrez gene/locuslink:ECK0014(gene name synonym)|entrez gene/locuslink:JW0013(gene name synonym)|entrez gene/locuslink:groPAB(gene name synonym)|entrez gene/locuslink:groPC(gene name synonym)|entrez gene/locuslink:groPF(gene name synonym)|entrez gene/locuslink:grpC(gene name synonym)|entrez gene/locuslink:grpF(gene name synonym)|entrez gene/locuslink:seg(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Naylor DJ (1998)"	pubmed:9694873	taxid:10116	taxid:511145	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:824541	-
entrez gene/locuslink:17714	entrez gene/locuslink:944750	biogrid:201546|entrez gene/locuslink:Grpel2	biogrid:849153|entrez gene/locuslink:dnaK|entrez gene/locuslink:b0014	entrez gene/locuslink:mt-GrpE#2(gene name synonym)|entrez gene/locuslink:mt-Grpel2(gene name synonym)	entrez gene/locuslink:ECK0014(gene name synonym)|entrez gene/locuslink:JW0013(gene name synonym)|entrez gene/locuslink:groPAB(gene name synonym)|entrez gene/locuslink:groPC(gene name synonym)|entrez gene/locuslink:groPF(gene name synonym)|entrez gene/locuslink:grpC(gene name synonym)|entrez gene/locuslink:grpF(gene name synonym)|entrez gene/locuslink:seg(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Naylor DJ (1998)"	pubmed:9694873	taxid:10090	taxid:511145	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:824542	-
entrez gene/locuslink:949040	entrez gene/locuslink:949040	biogrid:853284|entrez gene/locuslink:folE|entrez gene/locuslink:b2153	biogrid:853284|entrez gene/locuslink:folE|entrez gene/locuslink:b2153	entrez gene/locuslink:ECK2146(gene name synonym)|entrez gene/locuslink:JW2140(gene name synonym)	entrez gene/locuslink:ECK2146(gene name synonym)|entrez gene/locuslink:JW2140(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	"Auerbach G (2000)"	pubmed:11087827	taxid:511145	taxid:511145	psi-mi:"MI:0914"(association)	psi-mi:"MI:0463"(biogrid)	biogrid:906062	-
entrez gene/locuslink:948538	entrez gene/locuslink:855289	biogrid:852832|entrez gene/locuslink:malE|entrez gene/locuslink:b4034	biogrid:35426|entrez gene/locuslink:RKR1|entrez gene/locuslink:YMR247C	entrez gene/locuslink:ECK4026(gene name synonym)|entrez gene/locuslink:JW3994(gene name synonym)|entrez gene/locuslink:malJ(gene name synonym)	entrez gene/locuslink:LTN1(gene name synonym)|entrez gene/locuslink:ubiquitin-protein ligase RKR1(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Sung KH (2014)"	pubmed:25305489	taxid:511145	taxid:559292	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:1032215	-
entrez gene/locuslink:855289	entrez gene/locuslink:948538	biogrid:35426|entrez gene/locuslink:RKR1|entrez gene/locuslink:YMR247C	biogrid:852832|entrez gene/locuslink:malE|entrez gene/locuslink:b4034	entrez gene/locuslink:LTN1(gene name synonym)|entrez gene/locuslink:ubiquitin-protein ligase RKR1(gene name synonym)	entrez gene/locuslink:ECK4026(gene name synonym)|entrez gene/locuslink:JW3994(gene name synonym)|entrez gene/locuslink:malJ(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Sung KH (2014)"	pubmed:25305489	taxid:559292	taxid:511145	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:1032216	-
entrez gene/locuslink:851437	entrez gene/locuslink:947002	biogrid:31943|entrez gene/locuslink:YFH1|entrez gene/locuslink:YDL120W	biogrid:851341|entrez gene/locuslink:iscU|entrez gene/locuslink:b2529	entrez gene/locuslink:L000003525(gene name synonym)	entrez gene/locuslink:ECK2526(gene name synonym)|entrez gene/locuslink:JW2513(gene name synonym)|entrez gene/locuslink:hsm-5(gene name synonym)|entrez gene/locuslink:miaC(gene name synonym)|entrez gene/locuslink:nifU(gene name synonym)|entrez gene/locuslink:yfhN(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Yoon H (2015)"	pubmed:25996596	taxid:559292	taxid:511145	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:1173429	-
entrez gene/locuslink:944750	entrez gene/locuslink:944750	biogrid:849153|entrez gene/locuslink:dnaK|entrez gene/locuslink:b0014	biogrid:849153|entrez gene/locuslink:dnaK|entrez gene/locuslink:b0014	entrez gene/locuslink:ECK0014(gene name synonym)|entrez gene/locuslink:JW0013(gene name synonym)|entrez gene/locuslink:groPAB(gene name synonym)|entrez gene/locuslink:groPC(gene name synonym)|entrez gene/locuslink:groPF(gene name synonym)|entrez gene/locuslink:grpC(gene name synonym)|entrez gene/locuslink:grpF(gene name synonym)|entrez gene/locuslink:seg(gene name synonym)	entrez gene/locuslink:ECK0014(gene name synonym)|entrez gene/locuslink:JW0013(gene name synonym)|entrez gene/locuslink:groPAB(gene name synonym)|entrez gene/locuslink:groPC(gene name synonym)|entrez gene/locuslink:groPF(gene name synonym)|entrez gene/locuslink:grpC(gene name synonym)|entrez gene/locuslink:grpF(gene name synonym)|entrez gene/locuslink:seg(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	"Qi R (2013)"	pubmed:23708608	taxid:511145	taxid:511145	psi-mi:"MI:0914"(association)	psi-mi:"MI:0463"(biogrid)	biogrid:1437995	-
entrez gene/locuslink:945571	entrez gene/locuslink:7184	biogrid:849945|entrez gene/locuslink:ompA|entrez gene/locuslink:b0957	biogrid:113036|entrez gene/locuslink:HSP90B1	entrez gene/locuslink:ECK0948(gene name synonym)|entrez gene/locuslink:JW0940(gene name synonym)|entrez gene/locuslink:con(gene name synonym)|entrez gene/locuslink:tolG(gene name synonym)|entrez gene/locuslink:tut(gene name synonym)	entrez gene/locuslink:ECGP(gene name synonym)|entrez gene/locuslink:GP96(gene name synonym)|entrez gene/locuslink:GRP94(gene name synonym)|entrez gene/locuslink:HEL-S-125m(gene name synonym)|entrez gene/locuslink:HEL35(gene name synonym)|entrez gene/locuslink:TRA1(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Maruvada R (2008)"	pubmed:18662321	taxid:511145	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:2201384	-
entrez gene/locuslink:945135	entrez gene/locuslink:7277	biogrid:849524|entrez gene/locuslink:tus|entrez gene/locuslink:b1610	biogrid:113128|entrez gene/locuslink:TUBA4A	entrez gene/locuslink:ECK1605(gene name synonym)|entrez gene/locuslink:JW1602(gene name synonym)|entrez gene/locuslink:tau(gene name synonym)	entrez gene/locuslink:H2-ALPHA(gene name synonym)|entrez gene/locuslink:TUBA1(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Souter S (2009)"	pubmed:19681044	taxid:511145	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:2208535	-
entrez gene/locuslink:944753	entrez gene/locuslink:944750	biogrid:849156|entrez gene/locuslink:dnaJ|entrez gene/locuslink:b0015	biogrid:849153|entrez gene/locuslink:dnaK|entrez gene/locuslink:b0014	entrez gene/locuslink:ECK0015(gene name synonym)|entrez gene/locuslink:JW0014(gene name synonym)|entrez gene/locuslink:faa(gene name synonym)|entrez gene/locuslink:groP(gene name synonym)|entrez gene/locuslink:grpC(gene name synonym)	entrez gene/locuslink:ECK0014(gene name synonym)|entrez gene/locuslink:JW0013(gene name synonym)|entrez gene/locuslink:groPAB(gene name synonym)|entrez gene/locuslink:groPC(gene name synonym)|entrez gene/locuslink:groPF(gene name synonym)|entrez gene/locuslink:grpC(gene name synonym)|entrez gene/locuslink:grpF(gene name synonym)|entrez gene/locuslink:seg(gene name synonym)	psi-mi:"MI:0428"(imaging technique)	"Nillegoda NB (2017)"	pubmed:28504929	taxid:511145	taxid:511145	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0463"(biogrid)	biogrid:2344301	-
entrez gene/locuslink:947572	entrez gene/locuslink:944750	biogrid:851888|entrez gene/locuslink:cbpA|entrez gene/locuslink:b1000	biogrid:849153|entrez gene/locuslink:dnaK|entrez gene/locuslink:b0014	entrez gene/locuslink:ECK0991(gene name synonym)|entrez gene/locuslink:JW0985(gene name synonym)	entrez gene/locuslink:ECK0014(gene name synonym)|entrez gene/locuslink:JW0013(gene name synonym)|entrez gene/locuslink:groPAB(gene name synonym)|entrez gene/locuslink:groPC(gene name synonym)|entrez gene/locuslink:groPF(gene name synonym)|entrez gene/locuslink:grpC(gene name synonym)|entrez gene/locuslink:grpF(gene name synonym)|entrez gene/locuslink:seg(gene name synonym)	psi-mi:"MI:0428"(imaging technique)	"Nillegoda NB (2017)"	pubmed:28504929	taxid:511145	taxid:511145	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0463"(biogrid)	biogrid:2344302	-
entrez gene/locuslink:947299	entrez gene/locuslink:948691	biogrid:851627|entrez gene/locuslink:mutH|entrez gene/locuslink:b2831	biogrid:852983|entrez gene/locuslink:mutL|entrez gene/locuslink:b4170	entrez gene/locuslink:ECK2827(gene name synonym)|entrez gene/locuslink:JW2799(gene name synonym)|entrez gene/locuslink:mutR(gene name synonym)|entrez gene/locuslink:prv(gene name synonym)	entrez gene/locuslink:ECK4166(gene name synonym)|entrez gene/locuslink:JW4128(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Ahrends R (2006)"	pubmed:16772401	taxid:511145	taxid:511145	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:2375994	-
entrez gene/locuslink:948653	entrez gene/locuslink:948653	biogrid:852945|entrez gene/locuslink:cadC|entrez gene/locuslink:b4133	biogrid:852945|entrez gene/locuslink:cadC|entrez gene/locuslink:b4133	entrez gene/locuslink:ECK4127(gene name synonym)|entrez gene/locuslink:JW4094(gene name synonym)	entrez gene/locuslink:ECK4127(gene name synonym)|entrez gene/locuslink:JW4094(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	"Eichinger A (2011)"	pubmed:21308846	taxid:511145	taxid:511145	psi-mi:"MI:0914"(association)	psi-mi:"MI:0463"(biogrid)	biogrid:2380455	-
entrez gene/locuslink:946334	entrez gene/locuslink:946334	biogrid:850691|entrez gene/locuslink:manX|entrez gene/locuslink:b1817	biogrid:850691|entrez gene/locuslink:manX|entrez gene/locuslink:b1817	entrez gene/locuslink:ECK1815(gene name synonym)|entrez gene/locuslink:JW1806(gene name synonym)|entrez gene/locuslink:gptB(gene name synonym)|entrez gene/locuslink:mpt(gene name synonym)|entrez gene/locuslink:ptsL(gene name synonym)|entrez gene/locuslink:ptsX(gene name synonym)	entrez gene/locuslink:ECK1815(gene name synonym)|entrez gene/locuslink:JW1806(gene name synonym)|entrez gene/locuslink:gptB(gene name synonym)|entrez gene/locuslink:mpt(gene name synonym)|entrez gene/locuslink:ptsL(gene name synonym)|entrez gene/locuslink:ptsX(gene name synonym)	psi-mi:"MI:0415"(enzymatic study)	"Gutknecht R (1999)"	pubmed:10037691	taxid:511145	taxid:511145	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:2383404	-
entrez gene/locuslink:947004	entrez gene/locuslink:948393	biogrid:851343|entrez gene/locuslink:iscS|entrez gene/locuslink:b2530	biogrid:852690|entrez gene/locuslink:fdhD|entrez gene/locuslink:b3895	entrez gene/locuslink:ECK2527(gene name synonym)|entrez gene/locuslink:JW2514(gene name synonym)|entrez gene/locuslink:nuvC(gene name synonym)|entrez gene/locuslink:yfhO(gene name synonym)|entrez gene/locuslink:yzzO(gene name synonym)	entrez gene/locuslink:ECK3888(gene name synonym)|entrez gene/locuslink:JW3866(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Thome R (2012)"	pubmed:22194618	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:2388625	-
entrez gene/locuslink:948393	entrez gene/locuslink:947004	biogrid:852690|entrez gene/locuslink:fdhD|entrez gene/locuslink:b3895	biogrid:851343|entrez gene/locuslink:iscS|entrez gene/locuslink:b2530	entrez gene/locuslink:ECK3888(gene name synonym)|entrez gene/locuslink:JW3866(gene name synonym)	entrez gene/locuslink:ECK2527(gene name synonym)|entrez gene/locuslink:JW2514(gene name synonym)|entrez gene/locuslink:nuvC(gene name synonym)|entrez gene/locuslink:yfhO(gene name synonym)|entrez gene/locuslink:yzzO(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Thome R (2012)"	pubmed:22194618	taxid:511145	taxid:511145	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:2388626	-
entrez gene/locuslink:946278	entrez gene/locuslink:946278	biogrid:850636|entrez gene/locuslink:ansA|entrez gene/locuslink:b1767	biogrid:850636|entrez gene/locuslink:ansA|entrez gene/locuslink:b1767	entrez gene/locuslink:ECK1765(gene name synonym)|entrez gene/locuslink:JW1756(gene name synonym)	entrez gene/locuslink:ECK1765(gene name synonym)|entrez gene/locuslink:JW1756(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	"Yun MK (2007)"	pubmed:17451745	taxid:511145	taxid:511145	psi-mi:"MI:0914"(association)	psi-mi:"MI:0463"(biogrid)	biogrid:2393801	-
